subject,featuregraph_object_id,llm_object_id,featuregraph_start_index,llm_start_index,delta_start_index,featuregraph_peak_index,llm_peak_index,delta_peak_index,featuregraph_end_index,llm_end_index,delta_end_index,featuregraph_period_seconds,llm_period_seconds,delta_period_seconds,featuregraph_full_excursion,llm_full_excursion,delta_full_excursion,featuregraph_temporal_symmetry,llm_temporal_symmetry,delta_temporal_symmetry
40,15.0,14.0,6764.0,6733.0,31.0,6971.0,7031.0,-60.0,7305.0,7382.0,-77.0,3.76,3.832,-0.07200000000000006,1.00048864,1.00048864,0.0,0.7652495378927912,0.9183359013867488,-0.15308636349395766
40,16.0,15.0,7305.0,7382.0,-77.0,7489.0,7543.0,-54.0,7793.0,7729.0,64.0,4.144,4.096,0.04800000000000004,1.00048864,1.00048864,0.0,0.7540983606557377,0.9279538904899135,-0.17385552983417585
40,18.0,16.0,7833.0,7729.0,104.0,8053.0,8103.0,-50.0,8389.0,8450.0,-61.0,2.016,4.48,-2.4640000000000004,1.00048864,1.00048864,0.0,0.7913669064748201,0.9625520110957004,-0.17118510462088032
40,19.0,17.0,8389.0,8450.0,-61.0,8569.0,8607.0,-38.0,8875.0,8929.0,-54.0,4.128,4.032,0.09600000000000009,1.00048864,1.00048864,0.0,0.7407407407407407,0.6555323590814196,0.0852083816593211
40,20.0,18.0,8875.0,8929.0,-54.0,9043.0,9084.0,-41.0,9289.0,9311.0,-22.0,3.792,3.816,-0.02400000000000002,1.00048864,1.00048864,0.0,0.8115942028985508,0.8115183246073299,7.587829122090994e-05
40,21.0,19.0,9289.0,9311.0,-22.0,9459.0,9478.0,-19.0,9682.0,9715.0,-33.0,3.328,3.152,0.1759999999999997,1.00048864,1.00048864,0.0,0.8651399491094147,0.8267326732673268,0.03840727584208792
40,22.0,20.0,9682.0,9715.0,-33.0,9833.0,9879.0,-46.0,10078.0,10078.0,0.0,2.992,3.208,-0.2160000000000002,1.00048864,1.00048864,0.0,0.7626262626262627,0.9035812672176309,-0.14095500459136823
40,23.0,21.0,10078.0,10078.0,0.0,10275.0,10337.0,-62.0,10542.0,10551.0,-9.0,3.536,3.664,-0.1280000000000001,1.00048864,1.00048864,0.0,0.8491379310344828,0.904862579281184,-0.0557246482467012
40,24.0,22.0,10542.0,10551.0,-9.0,10725.0,10755.0,-30.0,10981.0,11019.0,-38.0,3.6,3.344,0.2560000000000002,1.00048864,1.00048864,0.0,0.8337129840546698,0.8717948717948718,-0.03808188774020205
40,25.0,23.0,10981.0,11019.0,-38.0,11141.0,11178.0,-37.0,11337.0,11355.0,-18.0,3.328,3.384,-0.05600000000000005,1.00048864,1.00048864,0.0,0.898876404494382,0.9464285714285714,-0.0475521669341894
40,26.0,24.0,11337.0,11355.0,-18.0,11443.0,11460.0,-17.0,11573.0,11551.0,22.0,2.416,2.256,0.16000000000000014,1.00048864,1.00048864,0.0,0.8983050847457628,0.9285714285714286,-0.030266343825665842
40,27.0,25.0,11573.0,11551.0,22.0,11663.0,11715.0,-52.0,12069.0,11826.0,243.0,1.76,2.04,-0.28,1.00048864,1.00048864,0.0,0.3629032258064516,0.8072727272727273,-0.44436950146627563
40,29.0,27.0,12482.0,12514.0,-32.0,12601.0,12651.0,-50.0,12828.0,12789.0,39.0,4.032,5.84,-1.8079999999999998,1.00048864,1.00048864,0.0,0.6878612716763006,0.9963636363636363,-0.3085023646873357
40,30.0,28.0,12828.0,12789.0,39.0,13107.0,13164.0,-57.0,13402.0,13350.0,52.0,4.048,4.104,-0.05600000000000005,1.00048864,1.00048864,0.0,0.9721254355400697,0.6631016042780749,0.30902383126199484
40,31.0,29.0,13402.0,13350.0,52.0,13641.0,13682.0,-41.0,13948.0,14007.0,-59.0,4.272,4.144,0.1280000000000001,0.904471,0.946983,-0.042511999999999994,0.8754578754578755,0.9893455098934552,-0.1138876344355797
40,32.0,30.0,13948.0,14007.0,-59.0,14123.0,14158.0,-35.0,14409.0,14464.0,-55.0,3.856,3.808,0.04800000000000004,0.906181,0.906181,0.0,0.7592190889370933,0.6608315098468271,0.09838757909026619
40,33.0,31.0,14409.0,14464.0,-55.0,14579.0,14624.0,-45.0,14890.0,14945.0,-55.0,3.648,3.728,-0.08000000000000007,0.936477,0.936477,0.0,0.7068607068607069,0.6652806652806653,0.04158004158004158
40,34.0,32.0,14890.0,14945.0,-55.0,15075.0,15111.0,-36.0,15368.0,15418.0,-50.0,3.968,3.896,0.07200000000000006,0.9169309999999999,0.9169309999999999,0.0,0.7740585774058577,0.7019027484143763,0.07215582899148143
40,35.0,33.0,15368.0,15418.0,-50.0,15539.0,15580.0,-41.0,15838.0,15879.0,-41.0,3.712,3.752,-0.03999999999999959,0.923772,0.923772,0.0,0.7276595744680852,0.702819956616052,0.024839617852033147
40,36.0,34.0,15838.0,15879.0,-41.0,16005.0,16045.0,-40.0,16286.0,16320.0,-34.0,3.728,3.72,0.008000000000000007,0.938187,0.938187,0.0,0.7455357142857143,0.7528344671201814,-0.007298752834467126
40,37.0,35.0,16286.0,16320.0,-34.0,16443.0,16487.0,-44.0,16736.0,16779.0,-43.0,3.504,3.536,-0.03200000000000003,0.957977,0.957977,0.0,0.6977777777777778,0.7276688453159041,-0.029891067538126315
40,38.0,36.0,16736.0,16779.0,-43.0,16899.0,16944.0,-45.0,17159.0,17201.0,-42.0,3.648,3.656,-0.008000000000000007,0.977278,0.977278,0.0,0.7706855791962175,0.7819905213270142,-0.011304942130796691
40,39.0,37.0,17159.0,17201.0,-42.0,17323.0,17376.0,-53.0,17677.0,17717.0,-40.0,3.392,3.456,-0.06400000000000006,1.00048864,1.00048864,0.0,0.6332046332046333,0.6782945736434108,-0.045089940438777565
40,44.0,38.0,18616.0,18652.0,-36.0,18787.0,18828.0,-41.0,18960.0,18978.0,-18.0,1.936,2.08,-0.14400000000000013,1.00048864,1.00048864,0.0,0.9941860465116279,0.9202453987730062,0.07394064773862175
40,45.0,39.0,18960.0,18978.0,-18.0,19061.0,19083.0,-22.0,19246.0,19199.0,47.0,2.192,2.04,0.15200000000000014,1.00048864,1.00048864,0.0,0.7062937062937062,0.9502262443438914,-0.2439325380501851
40,47.0,40.0,19539.0,19498.0,41.0,19555.0,19580.0,-25.0,19742.0,19719.0,23.0,1.2,3.976,-2.776,1.00048864,1.00048864,0.0,0.1576354679802956,0.7420814479638009,-0.5844459799835053
40,48.0,41.0,19742.0,19719.0,23.0,20019.0,20080.0,-61.0,20503.0,20552.0,-49.0,3.712,4.0,-0.2879999999999998,1.00048864,1.00048864,0.0,0.7279894875164258,0.8667466986794718,-0.13875721116304607
40,49.0,42.0,20503.0,20552.0,-49.0,20705.0,20717.0,-12.0,20981.0,21040.0,-59.0,5.488,5.096,0.39200000000000035,0.6970449999999999,0.6970449999999999,0.0,0.8451882845188284,0.6762295081967213,0.1689587763221071
40,50.0,43.0,20981.0,21040.0,-59.0,21185.0,21204.0,-19.0,21290.0,21323.0,-33.0,3.84,3.896,-0.05600000000000005,0.84876,0.84876,0.0,0.6796116504854368,0.8409893992932862,-0.16137774880784939
40,51.0,44.0,21290.0,21323.0,-33.0,21397.0,21437.0,-40.0,21709.0,21674.0,35.0,1.696,1.864,-0.16800000000000015,1.00048864,1.00048864,0.0,0.5107398568019093,0.6495726495726496,-0.13883279277074034
40,52.0,45.0,21709.0,21674.0,35.0,21977.0,22009.0,-32.0,22268.0,22322.0,-54.0,4.64,4.576,0.06400000000000006,0.937943,1.00048864,-0.06254563999999996,0.9588550983899821,0.9660493827160493,-0.0071942843260672795
40,53.0,46.0,22268.0,22322.0,-54.0,22447.0,22489.0,-42.0,22726.0,22785.0,-59.0,3.76,3.84,-0.08000000000000007,0.92988,0.92988,0.0,0.7816593886462881,0.7213822894168467,0.060277099229441466
40,54.0,47.0,22726.0,22785.0,-59.0,22897.0,22928.0,-31.0,23139.0,23192.0,-53.0,3.6,3.512,0.08800000000000008,0.83924,0.83924,0.0,0.8280871670702179,0.7027027027027026,0.12538446436751527
40,55.0,48.0,23139.0,23192.0,-53.0,23271.0,23320.0,-49.0,23589.0,23615.0,-26.0,2.992,3.136,-0.14400000000000013,0.927437,0.927437,0.0,0.5866666666666667,0.6052009456264775,-0.018534278959810857
40,56.0,49.0,23589.0,23615.0,-26.0,23749.0,23799.0,-50.0,24046.0,24066.0,-20.0,3.824,3.832,-0.008000000000000007,0.952358,0.952602,-0.00024399999999991095,0.700218818380744,0.8159645232815964,-0.11574570490085245
40,57.0,50.0,24046.0,24066.0,-20.0,24217.0,24263.0,-46.0,24440.0,24391.0,49.0,3.744,3.712,0.03200000000000003,1.00048864,1.00048864,0.0,0.868020304568528,0.7876923076923077,0.08032799687622028
40,60.0,51.0,24977.0,25010.0,-33.0,25179.0,25196.0,-17.0,25347.0,25347.0,0.0,4.112,3.936,0.17600000000000016,0.883458,0.869532,0.013925999999999994,0.9081081081081082,0.8961424332344213,0.011965674873686827
40,62.0,53.0,25765.0,25738.0,27.0,25835.0,25841.0,-6.0,25941.0,25961.0,-20.0,2.704,2.128,0.5760000000000001,0.37088,0.37088,0.0,0.7954545454545454,0.9237668161434978,-0.12831227068895235
40,63.0,54.0,25941.0,25961.0,-20.0,26093.0,26094.0,-1.0,26339.0,26382.0,-43.0,2.064,2.024,0.040000000000000036,1.00048864,1.00048864,0.0,0.7638190954773869,0.6318289786223278,0.13199011685505913
40,64.0,55.0,26339.0,26382.0,-43.0,26529.0,26542.0,-13.0,26725.0,26675.0,50.0,3.488,3.584,-0.09600000000000009,0.9274386400000001,0.9274386400000001,0.0,0.9844559585492227,0.9078498293515358,0.07660612919768695
40,69.0,56.0,27688.0,27727.0,-39.0,27827.0,27871.0,-44.0,28061.0,28106.0,-45.0,3.312,3.384,-0.07200000000000006,1.00048864,1.00048864,0.0,0.7453083109919572,0.7598944591029024,-0.014586148110945274
40,70.0,57.0,28061.0,28106.0,-45.0,28191.0,28249.0,-58.0,28483.0,28482.0,1.0,2.912,3.024,-0.1120000000000001,1.00048864,1.00048864,0.0,0.6161137440758293,0.7606382978723404,-0.14452455379651108
40,71.0,58.0,28483.0,28482.0,1.0,28587.0,28584.0,3.0,28808.0,28793.0,15.0,3.168,2.68,0.488,1.00048864,1.00048864,0.0,0.64,0.6559485530546624,-0.015948553054662362
40,72.0,59.0,28808.0,28793.0,15.0,29023.0,28994.0,29.0,29506.0,29524.0,-18.0,3.488,3.28,0.20800000000000018,0.7351586400000001,0.7351586400000001,0.0,0.6160458452722063,0.5499316005471957,0.0661142447250106
40,73.0,60.0,29506.0,29524.0,-18.0,29635.0,29639.0,-4.0,29794.0,29752.0,42.0,4.896,5.16,-0.26400000000000023,0.66503864,0.66503864,0.0,0.8958333333333334,0.9912280701754386,-0.0953947368421052
40,74.0,61.0,29794.0,29752.0,42.0,29971.0,29991.0,-20.0,30391.0,30447.0,-56.0,2.688,2.816,-0.12799999999999967,0.15098999999999999,0.16466999999999998,-0.013679999999999998,0.592964824120603,0.6877697841726619,-0.09480496005205885
40,75.0,62.0,30391.0,30447.0,-56.0,30575.0,30622.0,-47.0,30892.0,30924.0,-32.0,4.832,5.048,-0.2160000000000002,0.9230389999999999,0.9230389999999999,0.0,0.7345309381237525,0.7337526205450734,0.0007783175786790775
40,76.0,63.0,30892.0,30924.0,-32.0,31063.0,31109.0,-46.0,31375.0,31405.0,-30.0,3.904,3.896,0.008000000000000007,0.956511,0.956511,0.0,0.7080745341614907,0.7692307692307692,-0.061156235069278475
40,77.0,64.0,31375.0,31405.0,-30.0,31531.0,31587.0,-56.0,31858.0,31925.0,-67.0,3.744,3.824,-0.07999999999999963,1.00048864,1.00048864,0.0,0.6459627329192547,0.7,-0.0540372670807453
40,78.0,65.0,31858.0,31925.0,-67.0,32071.0,32116.0,-45.0,32437.0,32474.0,-37.0,4.32,4.232,0.08800000000000008,1.00048864,0.975079,0.0254096399999999,0.7357512953367875,0.6958105646630237,0.0399407306737638
40,79.0,66.0,32437.0,32474.0,-37.0,32641.0,32696.0,-55.0,32938.0,32970.0,-32.0,4.56,4.64,-0.08000000000000007,0.87955,0.904471,-0.02492099999999997,0.8143712574850299,0.8951612903225806,-0.08079003283755071
40,80.0,67.0,32938.0,32970.0,-32.0,33089.0,33129.0,-40.0,33265.0,33282.0,-17.0,3.584,3.464,0.1200000000000001,0.96775,1.00048864,-0.03273863999999993,0.9235474006116208,0.9807692307692307,-0.057221830157609954
40,82.0,68.0,33482.0,33282.0,200.0,33515.0,33503.0,12.0,33698.0,33637.0,61.0,1.184,2.992,-1.808,0.75543864,0.9907186400000001,-0.23528000000000004,0.3055555555555556,0.7549295774647887,-0.44937402190923315
40,83.0,69.0,33698.0,33637.0,61.0,33927.0,33931.0,-4.0,34191.0,34240.0,-49.0,3.296,3.424,-0.1280000000000001,0.9956023,1.00048864,-0.004886339999999878,0.9290060851926978,0.9751243781094527,-0.046118292916754955
40,84.0,70.0,34191.0,34240.0,-49.0,34407.0,34425.0,-18.0,34716.0,34766.0,-50.0,3.84,3.952,-0.1120000000000001,0.940875,0.93892,0.00195500000000004,0.8228571428571428,0.7034220532319392,0.11943508962520366
40,85.0,71.0,34716.0,34766.0,-50.0,34941.0,34945.0,-4.0,35214.0,35257.0,-43.0,4.272,4.16,0.1120000000000001,0.922795,0.922795,0.0,0.9036144578313253,0.7291242362525459,0.17449022157877947
40,86.0,72.0,35214.0,35257.0,-43.0,35405.0,35436.0,-31.0,35708.0,35739.0,-31.0,3.712,3.928,-0.21599999999999975,0.88468,0.88468,0.0,0.7732793522267206,0.7427385892116183,0.030540763015102335
40,87.0,73.0,35708.0,35739.0,-31.0,35913.0,35904.0,9.0,36214.0,36261.0,-47.0,4.064,3.744,0.31999999999999984,0.78305,0.78305,0.0,0.8102766798418972,0.632183908045977,0.1780927717959202
40,88.0,74.0,36214.0,36261.0,-47.0,36403.0,36400.0,3.0,36548.0,36651.0,-103.0,3.92,3.968,-0.04800000000000004,0.64573864,0.64573864,0.0,0.8682634730538922,0.7128205128205128,0.15544296023337933
40,90.0,75.0,36610.0,36651.0,-41.0,36739.0,36796.0,-57.0,37068.0,37176.0,-108.0,1.248,3.168,-1.9200000000000002,1.00048864,1.00048864,0.0,0.5633187772925764,0.5523809523809524,0.010937824911623983
40,92.0,76.0,37129.0,37176.0,-47.0,37243.0,37272.0,-29.0,37551.0,37597.0,-46.0,1.216,3.808,-2.5919999999999996,0.826292,0.829224,-0.0029319999999999347,0.5402843601895735,0.4560570071258907,0.08422735306368279
40,93.0,77.0,37551.0,37597.0,-46.0,37709.0,37749.0,-40.0,37987.0,38024.0,-37.0,3.728,3.816,-0.08799999999999963,0.9142440000000001,0.8656200000000001,0.048624,0.7247706422018348,0.711943793911007,0.012826848290827808
40,94.0,78.0,37987.0,38024.0,-37.0,38123.0,38157.0,-34.0,38352.0,38296.0,56.0,3.312,3.264,0.04800000000000004,1.00048864,1.00048864,0.0,0.7452054794520548,0.9779411764705882,-0.23273569701853336
40,95.0,79.0,38352.0,38296.0,56.0,38545.0,38605.0,-60.0,38819.0,38828.0,-9.0,3.376,3.584,-0.20800000000000018,1.00048864,1.00048864,0.0,0.8265524625267666,0.8383458646616542,-0.011793402134887554
40,96.0,80.0,38819.0,38828.0,-9.0,38919.0,38942.0,-23.0,39120.0,39141.0,-21.0,2.992,2.696,0.2959999999999998,1.00048864,1.00048864,0.0,0.6644518272425249,0.7284345047923323,-0.06398267754980735
40,97.0,81.0,39120.0,39141.0,-21.0,39281.0,39287.0,-6.0,39601.0,39564.0,37.0,2.896,2.76,0.13600000000000012,0.82848864,0.82848864,0.0,0.6694386694386694,0.6903073286052009,-0.020868659166531578
40,98.0,82.0,39601.0,39564.0,37.0,39819.0,39861.0,-42.0,40160.0,40208.0,-48.0,4.304,4.592,-0.28799999999999937,0.83362,0.903982,-0.07036199999999992,0.7799642218246869,0.922360248447205,-0.14239602662251805
40,99.0,83.0,40160.0,40208.0,-48.0,40365.0,40362.0,3.0,40661.0,40714.0,-53.0,4.368,4.008,0.3600000000000003,0.80308,0.80308,0.0,0.8183632734530938,0.6086956521739131,0.2096676212791807
40,100.0,84.0,40661.0,40714.0,-53.0,40833.0,40868.0,-35.0,41050.0,41073.0,-23.0,3.744,4.048,-0.3039999999999998,0.78915,0.78915,0.0,0.884318766066838,0.8579387186629527,0.02638004740388533
40,101.0,85.0,41050.0,41073.0,-23.0,41159.0,41169.0,-10.0,41299.0,41404.0,-105.0,2.608,2.408,0.20000000000000018,0.36428,0.651842,-0.28756200000000004,0.8755020080321285,0.5800604229607251,0.2954415850714034
40,103.0,86.0,41352.0,41404.0,-52.0,41469.0,41514.0,-45.0,41688.0,41649.0,39.0,1.248,2.76,-1.5119999999999998,1.00048864,1.00048864,0.0,0.6964285714285714,0.8979591836734694,-0.201530612244898
40,107.0,87.0,42720.0,42742.0,-22.0,42867.0,42868.0,-1.0,43166.0,42999.0,167.0,3.648,3.208,0.43999999999999995,1.00048864,1.00048864,0.0,0.6591928251121076,0.980544747081712,-0.3213519219696044
40,108.0,89.0,43166.0,43210.0,-44.0,43309.0,43364.0,-55.0,43649.0,43694.0,-45.0,3.536,2.256,1.2800000000000002,1.00048864,1.00048864,0.0,0.5921325051759834,0.6363636363636364,-0.04423113118765298
40,109.0,90.0,43649.0,43694.0,-45.0,43799.0,43846.0,-47.0,44146.0,44083.0,63.0,3.92,3.856,0.06400000000000006,1.00048864,1.00048864,0.0,0.6036217303822937,0.781491002570694,-0.17786927218840032
40,110.0,91.0,44146.0,44083.0,63.0,44149.0,44160.0,-11.0,44299.0,44354.0,-55.0,2.8,2.512,0.2879999999999998,0.17420000000000002,0.19032100000000002,-0.016120999999999996,0.039215686274509776,0.5682656826568266,-0.5290499963823169
40,111.0,92.0,44299.0,44354.0,-55.0,44479.0,44504.0,-25.0,44766.0,44807.0,-41.0,2.64,2.752,-0.11199999999999966,0.950892,0.950892,0.0,0.7708779443254818,0.6622516556291391,0.10862628869634272
40,112.0,93.0,44766.0,44807.0,-41.0,44925.0,44962.0,-37.0,45200.0,45236.0,-36.0,3.568,3.664,-0.09600000000000009,0.961642,0.961642,0.0,0.7327188940092166,0.7226107226107226,0.01010817139849407
40,113.0,94.0,45200.0,45236.0,-36.0,45371.0,45391.0,-20.0,45645.0,45679.0,-34.0,3.568,3.432,0.13600000000000012,0.935011,0.935011,0.0,0.7685393258426967,0.6997742663656885,0.06876505947700817
40,114.0,95.0,45645.0,45679.0,-34.0,45801.0,45843.0,-42.0,46096.0,46121.0,-25.0,3.44,3.616,-0.17600000000000016,0.901539,0.901539,0.0,0.6917960088691796,0.7420814479638009,-0.050285439094621354
40,115.0,96.0,46096.0,46121.0,-25.0,46213.0,46259.0,-46.0,46407.0,46357.0,50.0,3.296,3.328,-0.03200000000000003,0.87637,0.87637,0.0,0.752411575562701,0.8305084745762712,-0.0780968990135702
40,117.0,98.0,46671.0,46646.0,25.0,46705.0,46745.0,-40.0,46863.0,46867.0,-4.0,2.288,1.904,0.3839999999999999,1.00048864,1.00048864,0.0,0.35416666666666663,0.8959276018099548,-0.5417609351432882
40,118.0,99.0,46863.0,46867.0,-4.0,46965.0,46987.0,-22.0,47230.0,47261.0,-31.0,2.08,1.936,0.14400000000000013,1.00048864,1.00048864,0.0,0.555858310626703,0.6091370558375635,-0.05327874521086051
40,119.0,100.0,47230.0,47261.0,-31.0,47361.0,47379.0,-18.0,47572.0,47622.0,-50.0,3.168,3.136,0.03200000000000003,0.65452864,0.65452864,0.0,0.7660818713450293,0.6537396121883656,0.11234225915666363
40,120.0,101.0,47572.0,47622.0,-50.0,47761.0,47788.0,-27.0,48012.0,48037.0,-25.0,3.2,3.272,-0.07199999999999962,1.00048864,0.957733,0.042755639999999984,0.8590909090909091,0.8,0.05909090909090908
40,121.0,102.0,48012.0,48037.0,-25.0,48135.0,48188.0,-53.0,48480.0,48548.0,-68.0,2.992,3.2,-0.20800000000000018,1.00048864,1.00048864,0.0,0.5256410256410257,0.5909980430528377,-0.06535701741181199
40,122.0,103.0,48480.0,48548.0,-68.0,48657.0,48718.0,-61.0,49148.0,49205.0,-57.0,4.176,4.24,-0.06400000000000006,1.00048864,1.00048864,0.0,0.5299401197604791,0.517503805175038,0.012436314585441033
40,123.0,104.0,49148.0,49205.0,-57.0,49313.0,49340.0,-27.0,49561.0,49614.0,-53.0,5.248,4.976,0.27200000000000024,1.00048864,1.00048864,0.0,0.7990314769975787,0.6601466992665037,0.138884777731075
40,124.0,105.0,49561.0,49614.0,-53.0,49727.0,49776.0,-49.0,50015.0,50058.0,-43.0,3.312,3.488,-0.17600000000000016,1.00048864,1.00048864,0.0,0.7312775330396476,0.7297297297297297,0.0015478033099178834
40,125.0,106.0,50015.0,50058.0,-43.0,50179.0,50233.0,-54.0,50415.0,50420.0,-5.0,3.616,3.656,-0.040000000000000036,1.00048864,1.00048864,0.0,0.8200000000000001,0.9668508287292817,-0.14685082872928168
40,127.0,108.0,50891.0,50915.0,-24.0,51039.0,51083.0,-44.0,51291.0,51248.0,43.0,4.112,3.912,0.20000000000000018,1.00048864,1.00048864,0.0,0.74,0.990990990990991,-0.250990990990991
40,130.0,109.0,51807.0,51833.0,-26.0,51921.0,51983.0,-62.0,52262.0,52153.0,109.0,1.568,2.016,-0.44799999999999995,1.00048864,1.00048864,0.0,0.5010989010989011,0.9375,-0.4364010989010989
40,131.0,110.0,52262.0,52153.0,109.0,52465.0,52512.0,-47.0,52781.0,52833.0,-52.0,4.352,4.232,0.1200000000000001,1.00048864,1.00048864,0.0,0.7822736030828517,0.9441176470588235,-0.16184404397597185
40,133.0,112.0,53232.0,53207.0,25.0,53423.0,53468.0,-45.0,53689.0,53648.0,41.0,3.792,3.616,0.1759999999999997,0.971415,0.971415,0.0,0.8358862144420132,0.8163265306122449,0.01955968382976825
40,135.0,113.0,53758.0,53648.0,110.0,53929.0,53968.0,-39.0,54238.0,54280.0,-42.0,1.408,4.0,-2.592,0.959199,0.985097,-0.025897999999999977,0.7125,0.9873417721518988,-0.27484177215189876
40,136.0,114.0,54238.0,54280.0,-42.0,54411.0,54455.0,-44.0,54741.0,54684.0,57.0,3.856,3.896,-0.040000000000000036,0.985097,0.981187,0.003909999999999969,0.6878727634194831,0.8663366336633663,-0.17846387024388322
40,137.0,115.0,54741.0,54684.0,57.0,54957.0,55012.0,-55.0,55310.0,55360.0,-50.0,4.368,4.456,-0.08800000000000008,0.961398,0.961398,0.0,0.7592267135325131,0.9704142011834319,-0.21118748765091877
40,138.0,116.0,55310.0,55360.0,-50.0,55471.0,55514.0,-43.0,55740.0,55758.0,-18.0,4.112,4.016,0.09600000000000009,0.963108,1.00048864,-0.037380639999999965,0.7488372093023256,0.7738693467336684,-0.025032137431342805
40,141.0,119.0,56773.0,56808.0,-35.0,56921.0,56975.0,-54.0,57167.0,57122.0,45.0,4.016,3.912,0.10400000000000009,0.989006,0.989006,0.0,0.751269035532995,0.9363057324840764,-0.1850366969510815
40,142.0,120.0,57167.0,57122.0,45.0,57291.0,57307.0,-16.0,57460.0,57425.0,35.0,2.96,2.656,0.3039999999999998,1.00048864,1.00048864,0.0,0.8464163822525597,0.7788778877887789,0.0675384944637808
40,143.0,121.0,57460.0,57425.0,35.0,57631.0,57633.0,-2.0,57681.0,57717.0,-36.0,2.72,2.608,0.1120000000000001,0.99266864,0.99266864,0.0,0.4524886877828054,0.5753424657534247,-0.12285377797061936
40,145.0,123.0,58100.0,58024.0,76.0,58419.0,58414.0,5.0,58627.0,58615.0,12.0,5.104,4.488,0.6159999999999997,0.9296386400000001,0.9296386400000001,0.0,0.7893738140417457,0.6802030456852792,0.10917076835646644
40,146.0,124.0,58627.0,58615.0,12.0,58853.0,58894.0,-41.0,59170.0,59277.0,-107.0,3.472,3.84,-0.3679999999999999,0.87393,0.87393,0.0,0.8324125230202578,0.8429003021148036,-0.01048777909454579
40,147.0,125.0,59170.0,59277.0,-107.0,59399.0,59434.0,-35.0,59705.0,59790.0,-85.0,4.368,4.32,0.04800000000000004,0.88786,0.902272,-0.01441199999999998,0.8560747663551402,0.6120857699805069,0.24398899637463334
41,2.0,1.0,401.0,429.0,-28.0,585.0,588.0,-3.0,786.0,798.0,-12.0,3.648,3.688,-0.040000000000000036,1.43519,1.43519,0.0,0.9558441558441558,0.8617886178861789,0.09405553795797694
41,3.0,2.0,786.0,798.0,-12.0,1009.0,1004.0,5.0,1319.0,1308.0,11.0,3.392,3.328,0.06400000000000006,1.5305900000000001,1.5305900000000001,0.0,0.8367729831144466,0.807843137254902,0.028929845859544612
41,4.0,3.0,1319.0,1308.0,11.0,1557.0,1557.0,0.0,1985.0,2032.0,-47.0,4.384,4.424,-0.040000000000000036,1.5329899999999999,1.55499,-0.02200000000000024,0.7147147147147147,0.6878453038674033,0.026869410847311426
41,5.0,4.0,1985.0,2032.0,-47.0,2246.0,2243.0,3.0,2514.0,2488.0,26.0,5.512,5.488,0.023999999999999133,1.59905,1.5330300000000001,0.06601999999999997,0.9867674858223062,0.9254385964912281,0.06132888933107816
41,6.0,5.0,2514.0,2488.0,26.0,2797.0,2781.0,16.0,3115.0,3090.0,25.0,4.408,4.304,0.10400000000000009,1.59409,1.56475,0.02933999999999992,0.9417637271214643,0.973421926910299,-0.03165819978883477
41,7.0,6.0,3115.0,3090.0,25.0,3375.0,3375.0,0.0,3684.0,3666.0,18.0,4.624,4.752,-0.1280000000000001,1.6993,1.75309,-0.053790000000000004,0.9138840070298769,0.9895833333333334,-0.07569932630345644
41,8.0,7.0,3684.0,3666.0,18.0,3929.0,3935.0,-6.0,4218.0,4254.0,-36.0,4.432,4.48,-0.04800000000000004,1.6308,1.6308,0.0,0.9176029962546817,0.9149659863945578,0.002637009860123829
41,9.0,8.0,4218.0,4254.0,-36.0,4458.0,4448.0,10.0,4702.0,4700.0,2.0,4.232,4.104,0.1280000000000001,1.73108,1.73108,0.0,0.9917355371900827,0.8699551569506727,0.12178038023940996
41,10.0,9.0,4702.0,4700.0,2.0,4939.0,4928.0,11.0,5183.0,5136.0,47.0,3.848,3.84,0.008000000000000007,1.48411,1.49878,-0.01466999999999996,0.9854469854469854,0.9541284403669725,0.03131854508001286
41,11.0,10.0,5183.0,5136.0,47.0,5493.0,5478.0,15.0,5737.0,5740.0,-3.0,4.432,4.4,0.03200000000000003,1.45232,1.4572100000000001,-0.004890000000000061,0.8808664259927798,0.8675496688741722,0.01331675711860758
41,12.0,11.0,5737.0,5740.0,-3.0,5983.0,5979.0,4.0,6274.0,6235.0,39.0,3.92,4.008,-0.08800000000000008,1.43034,1.4230099999999999,0.007330000000000059,0.9162011173184358,0.9656565656565657,-0.04945544833812987
41,13.0,12.0,6274.0,6235.0,39.0,6547.0,6548.0,-1.0,6859.0,6892.0,-33.0,4.512,4.552,-0.040000000000000036,1.55986,1.56475,-0.004890000000000061,0.9333333333333333,0.9528158295281584,-0.019482496194825005
41,14.0,13.0,6859.0,6892.0,-33.0,7101.0,7092.0,9.0,7445.0,7398.0,47.0,4.432,4.352,0.08000000000000007,1.55015,1.53059,0.019560000000000022,0.825938566552901,0.7905138339920948,0.03542473256080614
41,15.0,14.0,7445.0,7398.0,47.0,7721.0,7708.0,13.0,8081.0,8104.0,-23.0,4.96,4.928,0.03200000000000003,1.42293,1.42293,0.0,0.8679245283018868,0.8781869688385269,-0.01026244053664005
41,16.0,15.0,8081.0,8104.0,-23.0,8346.0,8352.0,-6.0,8752.0,8722.0,30.0,5.0,5.152,-0.15200000000000014,1.44255,1.44255,0.0,0.789865871833085,0.8025889967637541,-0.012723124930669072
41,17.0,16.0,8752.0,8722.0,30.0,9065.0,9060.0,5.0,9410.0,9463.0,-53.0,5.752,5.664,0.08800000000000008,1.3032,1.36188,-0.058680000000000065,0.9513677811550152,0.9122807017543859,0.03908707940062928
