episode_id,subject,featuregraph_object_id,discordance_type,temporal_pattern,burst_id,burst_size,previous_featuregraph_object_id,next_featuregraph_object_id,start_index,start_time_seconds,peak_index,peak_time_seconds,end_index,end_time_seconds,peak_detection_index,peak_detection_time_seconds,peak_detection_latency_samples,peak_detection_latency_seconds,period_seconds,full_excursion,temporal_symmetry,annotation_status,excluded_by_ann1,excluded_by_ann2,excluded_by_both_annotators,retained_by_one_or_both_annotators,plateau_boundary_ambiguous,clinical_interpretation,sampling_rate_hz,construction,construction_version,comparator,is_complete,transition_complete,plateau_invalidated_complete,start_trough_transition_index,start_trough_start_index,start_trough_end_index,peak_transition_index,peak_start_index,peak_end_index,end_trough_transition_index,end_trough_start_index,end_trough_end_index,burst_number
bidmc-23-fg-0088,23,88,featuregraph_only,burst,bidmc-23-burst-011,3,87,89,30321.0,242.568,30500.0,244.0,30717.0,245.736,30629,245.032,129.0,1.032,3.08,1.0,0.9040404040404041,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,30321,30321,30321,30471,30471,30529,30717,30717,30717,11
bidmc-23-fg-0089,23,89,featuregraph_only,burst,bidmc-23-burst-011,3,88,90,30717.0,245.736,30775.0,246.2,30845.0,246.76,30876,247.008,101.0,0.808,2.2,0.22581,0.90625,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,30717,30717,30717,30775,30775,30776,30845,30845,30845,11
bidmc-23-fg-0090,23,90,featuregraph_only,burst,bidmc-23-burst-011,3,89,91,30845.0,246.76,30969.0,247.752,31083.0,248.664,31069,248.552,100.0,0.8,1.552,0.35093,0.957983193277311,excluded_by_ann1,True,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,30845,30845,30845,30969,30969,30969,31083,31083,31083,11
bidmc-23-fg-0098,23,98,featuregraph_only,isolated,bidmc-23-burst-012,1,97,99,33936.0,271.488,33939.0,271.512,33941.0,271.528,34039,272.312,100.0,0.8,1.856,0.0048900000000000055,0.8,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,33936,33936,33936,33939,33939,33939,33941,33941,33941,12
bidmc-23-fg-0103,23,103,featuregraph_only,burst,bidmc-23-burst-013,13,102,104,35157.0,281.256,35159.0,281.272,35161.0,281.288,35260,282.08,101.0,0.808,1.584,0.025410000000000016,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35157,35157,35157,35158,35158,35160,35161,35161,35161,13
bidmc-23-fg-0104,23,104,featuregraph_only,burst,bidmc-23-burst-013,13,103,105,35161.0,281.288,35162.0,281.296,35164.0,281.312,35263,282.104,101.0,0.808,0.024,0.013690000000000008,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35161,35161,35161,35162,35162,35163,35164,35164,35164,13
bidmc-23-fg-0105,23,105,featuregraph_only,burst,bidmc-23-burst-013,13,104,106,35164.0,281.312,35166.0,281.328,35168.0,281.344,35267,282.136,101.0,0.808,0.032,0.013690000000000008,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35164,35164,35164,35165,35165,35167,35168,35168,35168,13
bidmc-23-fg-0106,23,106,featuregraph_only,burst,bidmc-23-burst-013,13,105,107,35168.0,281.344,35170.0,281.36,35172.0,281.376,35271,282.168,101.0,0.808,0.032,0.003909999999999997,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35168,35168,35168,35169,35169,35171,35172,35172,35172,13
bidmc-23-fg-0107,23,107,featuregraph_only,burst,bidmc-23-burst-013,13,106,108,35172.0,281.376,35174.0,281.392,35176.0,281.408,35275,282.2,101.0,0.808,0.032,0.002929999999999988,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35172,35172,35172,35173,35173,35175,35176,35176,35176,13
bidmc-23-fg-0108,23,108,featuregraph_only,burst,bidmc-23-burst-013,13,107,109,35176.0,281.408,35178.0,281.424,35180.0,281.44,35279,282.232,101.0,0.808,0.032,0.01172999999999999,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35176,35176,35176,35177,35177,35179,35180,35180,35180,13
bidmc-23-fg-0109,23,109,featuregraph_only,burst,bidmc-23-burst-013,13,108,110,35180.0,281.44,35182.0,281.456,35184.0,281.472,35283,282.264,101.0,0.808,0.032,0.016609999999999986,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35180,35180,35180,35181,35181,35183,35184,35184,35184,13
bidmc-23-fg-0110,23,110,featuregraph_only,burst,bidmc-23-burst-013,13,109,111,35184.0,281.472,35186.0,281.488,35188.0,281.504,35287,282.296,101.0,0.808,0.032,0.015639999999999987,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35184,35184,35184,35185,35185,35187,35188,35188,35188,13
bidmc-23-fg-0111,23,111,featuregraph_only,burst,bidmc-23-burst-013,13,110,112,35188.0,281.504,35190.0,281.52,35192.0,281.536,35291,282.328,101.0,0.808,0.032,0.014659999999999979,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35188,35188,35188,35189,35189,35191,35192,35192,35192,13
bidmc-23-fg-0112,23,112,featuregraph_only,burst,bidmc-23-burst-013,13,111,113,35192.0,281.536,35193.0,281.544,35195.0,281.56,35294,282.352,101.0,0.808,0.024,0.004880000000000023,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35192,35192,35192,35193,35193,35194,35195,35195,35195,13
bidmc-23-fg-0113,23,113,featuregraph_only,burst,bidmc-23-burst-013,13,112,114,35195.0,281.56,35197.0,281.576,35199.0,281.592,35298,282.384,101.0,0.808,0.032,0.0019500000000000073,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35195,35195,35195,35196,35196,35198,35199,35199,35199,13
bidmc-23-fg-0114,23,114,featuregraph_only,burst,bidmc-23-burst-013,13,113,115,35199.0,281.592,35201.0,281.608,35203.0,281.624,35302,282.416,101.0,0.808,0.032,0.003909999999999997,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35199,35199,35199,35200,35200,35202,35203,35203,35203,13
bidmc-23-fg-0115,23,115,featuregraph_only,burst,bidmc-23-burst-013,13,114,116,35203.0,281.624,35205.0,281.64,35207.0,281.656,35306,282.448,101.0,0.808,0.032,0.004880000000000023,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35203,35203,35203,35204,35204,35206,35207,35207,35207,13
bidmc-23-fg-0123,23,123,featuregraph_only,isolated,bidmc-23-burst-014,1,122,124,38102.0,304.816,38108.0,304.864,38110.0,304.88,38209,305.672,101.0,0.808,1.864,0.011730000000000018,0.5,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,38102,38102,38102,38107,38107,38109,38110,38110,38110,14
bidmc-23-fg-0126,23,126,featuregraph_only,isolated,bidmc-23-burst-015,1,125,127,38933.0,311.464,38939.0,311.512,38941.0,311.528,39039,312.312,100.0,0.8,1.856,0.010759999999999992,0.5,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,38933,38933,38933,38939,38939,38939,38942,38941,38942,15
bidmc-23-fg-0129,23,129,featuregraph_only,isolated,bidmc-23-burst-016,1,128,130,39763.0,318.104,39765.0,318.12,39771.0,318.168,39865,318.92,100.0,0.8,1.824,0.011730000000000018,0.5,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,39763,39763,39763,39765,39765,39765,39771,39771,39771,16
bidmc-23-fg-0132,23,132,featuregraph_only,isolated,bidmc-23-burst-017,1,131,133,40590.0,324.72,40597.0,324.776,40602.0,324.816,40697,325.576,100.0,0.8,1.84,0.009780000000000011,0.8333333333333334,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,40591,40590,40591,40597,40597,40597,40602,40602,40602,17
bidmc-23-fg-0140,23,140,featuregraph_only,isolated,bidmc-23-burst-018,1,139,141,43464.0,347.712,43466.0,347.728,43481.0,347.848,43567,348.536,101.0,0.808,1.512,0.06939999999999996,0.23529411764705888,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,43464,43464,43464,43465,43465,43467,43481,43481,43481,18
bidmc-23-fg-0150,23,150,featuregraph_only,isolated,bidmc-23-burst-019,1,149,151,47251.0,378.008,47257.0,378.056,47258.0,378.064,47357,378.856,100.0,0.8,1.856,0.007819999999999994,0.2857142857142857,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,47251,47251,47251,47257,47257,47257,47258,47258,47258,19
bidmc-23-fg-0153,23,153,featuregraph_only,isolated,bidmc-23-burst-020,1,152,154,48085.0,384.68,48090.0,384.72,48094.0,384.752,48191,385.528,101.0,0.808,1.88,0.0048900000000000055,0.8888888888888888,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,48085,48085,48085,48089,48089,48091,48094,48094,48094,20
bidmc-23-fg-0158,23,158,featuregraph_only,isolated,bidmc-23-burst-021,1,157,159,49670.0,397.36,49751.0,398.008,49756.0,398.048,49853,398.824,102.0,0.816,1.856,0.24828999999999998,0.11627906976744184,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,49670,49670,49670,49750,49750,49753,49757,49756,49757,21
bidmc-23-fg-0161,23,161,featuregraph_only,isolated,bidmc-23-burst-022,1,160,162,50583.0,404.664,50587.0,404.696,50590.0,404.72,50687,405.496,100.0,0.8,1.856,0.00488999999999995,0.8571428571428572,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,50583,50583,50583,50587,50587,50587,50590,50590,50590,22
bidmc-23-fg-0164,23,164,featuregraph_only,isolated,bidmc-23-burst-023,1,163,165,51412.0,411.296,51421.0,411.368,51423.0,411.384,51522,412.176,101.0,0.808,1.888,0.017600000000000005,0.36363636363636365,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,51412,51412,51412,51420,51420,51422,51423,51423,51423,23
bidmc-23-fg-0167,23,167,featuregraph_only,isolated,bidmc-23-burst-024,1,166,168,52249.0,417.992,52255.0,418.04,52258.0,418.064,52355,418.84,100.0,0.8,1.88,0.009780000000000011,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,52249,52249,52249,52255,52255,52255,52258,52258,52258,24
bidmc-23-fg-0170,23,170,featuregraph_only,isolated,bidmc-23-burst-025,1,169,171,53084.0,424.672,53088.0,424.704,53091.0,424.728,53189,425.512,101.0,0.808,1.856,0.003910000000000025,0.8571428571428572,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,53084,53084,53084,53087,53087,53089,53091,53091,53091,25
bidmc-23-fg-0173,23,173,featuregraph_only,isolated,bidmc-23-burst-026,1,172,174,53902.0,431.216,53907.0,431.256,53910.0,431.28,54007,432.056,100.0,0.8,1.824,0.003910000000000025,0.75,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,53903,53902,53903,53907,53907,53907,53910,53910,53910,26
bidmc-23-fg-0178,23,178,featuregraph_only,isolated,bidmc-23-burst-027,1,177,179,55573.0,444.584,55577.0,444.616,55585.0,444.68,55677,445.416,100.0,0.8,1.824,0.02248,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,55573,55573,55573,55577,55577,55577,55585,55585,55585,27
bidmc-23-fg-0181,23,181,featuregraph_only,isolated,bidmc-23-burst-028,1,180,182,56403.0,451.224,56415.0,451.32,56422.0,451.376,56516,452.128,101.0,0.808,1.84,0.026390000000000025,0.736842105263158,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,56403,56403,56403,56415,56415,56416,56422,56422,56422,28
bidmc-23-fg-0184,23,184,featuregraph_only,isolated,bidmc-23-burst-029,1,183,185,57239.0,457.912,57243.0,457.944,57250.0,458.0,57344,458.752,101.0,0.808,1.824,0.009770000000000001,0.7272727272727273,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,57239,57239,57239,57242,57242,57244,57250,57250,57250,29
bidmc-23-fg-0187,23,187,featuregraph_only,isolated,bidmc-23-burst-030,1,186,188,58083.0,464.664,58090.0,464.72,58092.0,464.736,58191,465.528,101.0,0.808,1.872,0.010760000000000047,0.4444444444444444,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,58083,58083,58083,58089,58089,58091,58092,58092,58092,30
bidmc-23-fg-0190,23,190,featuregraph_only,isolated,bidmc-23-burst-031,1,189,191,58915.0,471.32,58929.0,471.432,58931.0,471.448,59029,472.232,100.0,0.8,1.904,0.04691999999999996,0.25,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,58915,58915,58915,58929,58929,58929,58931,58931,58931,31
bidmc-25-fg-0001,25,1,featuregraph_only,isolated,bidmc-25-burst-001,1,0,2,308.0,2.464,312.0,2.496,345.0,2.76,415,3.32,103.0,0.824,,0.03667500000000001,0.21621621621621623,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,308,308,308,309,309,315,345,345,345,1
bidmc-25-fg-0018,25,18,featuregraph_only,isolated,bidmc-25-burst-002,1,17,19,8146.0,65.168,8154.0,65.232,8190.0,65.52,8256,66.048,102.0,0.816,2.488,0.044009999999999994,0.36363636363636365,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,8147,8145,8147,8153,8153,8156,8190,8190,8190,2
bidmc-25-fg-0100,25,100,featuregraph_only,burst,bidmc-25-burst-003,30,99,101,45466.0,363.728,45619.0,364.952,45631.0,365.048,45729,365.832,110.0,0.88,3.728,2.2885,0.1454545454545455,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45467,45466,45467,45609,45609,45629,45632,45631,45632,3
bidmc-25-fg-0101,25,101,featuregraph_only,burst,bidmc-25-burst-003,30,100,102,45631.0,365.048,45633.0,365.064,45635.0,365.08,45734,365.872,101.0,0.808,0.112,0.2518,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45632,45631,45632,45633,45633,45634,45636,45635,45636,3
bidmc-25-fg-0102,25,102,featuregraph_only,burst,bidmc-25-burst-003,30,101,103,45635.0,365.08,45637.0,365.096,45638.0,365.104,45737,365.896,100.0,0.8,0.032,0.1907000000000001,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45636,45635,45636,45637,45637,45637,45639,45638,45639,3
bidmc-25-fg-0103,25,103,featuregraph_only,burst,bidmc-25-burst-003,30,102,104,45638.0,365.104,45640.0,365.12,45641.0,365.128,45740,365.92,100.0,0.8,0.024,0.17603999999999997,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45639,45638,45639,45640,45640,45640,45642,45641,45642,3
bidmc-25-fg-0104,25,104,featuregraph_only,burst,bidmc-25-burst-003,30,103,105,45641.0,365.128,45643.0,365.144,45645.0,365.16,45744,365.952,101.0,0.808,0.024,0.28362000000000004,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45642,45641,45642,45643,45643,45644,45646,45645,45646,3
bidmc-25-fg-0105,25,105,featuregraph_only,burst,bidmc-25-burst-003,30,104,106,45645.0,365.16,45647.0,365.176,45648.0,365.184,45747,365.976,100.0,0.8,0.032,0.17115,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45646,45645,45646,45647,45647,45647,45649,45648,45649,3
bidmc-25-fg-0106,25,106,featuregraph_only,burst,bidmc-25-burst-003,30,105,107,45648.0,365.184,45650.0,365.2,45651.0,365.208,45750,366.0,100.0,0.8,0.024,0.132025,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45649,45648,45649,45650,45650,45650,45652,45651,45652,3
bidmc-25-fg-0107,25,107,featuregraph_only,burst,bidmc-25-burst-003,30,106,108,45651.0,365.208,45653.0,365.224,45655.0,365.24,45754,366.032,101.0,0.808,0.024,0.129585,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45652,45651,45652,45653,45653,45654,45656,45655,45656,3
bidmc-25-fg-0108,25,108,featuregraph_only,burst,bidmc-25-burst-003,30,107,109,45655.0,365.24,45657.0,365.256,45658.0,365.264,45757,366.056,100.0,0.8,0.032,0.0489,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45656,45655,45656,45657,45657,45657,45659,45658,45659,3
bidmc-25-fg-0109,25,109,featuregraph_only,burst,bidmc-25-burst-003,30,108,110,45658.0,365.264,45660.0,365.28,45662.0,365.296,45760,366.08,100.0,0.8,0.024,0.03422999999999998,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45659,45658,45659,45660,45660,45660,45663,45661,45663,3
bidmc-25-fg-0110,25,110,featuregraph_only,burst,bidmc-25-burst-003,30,109,111,45662.0,365.296,45664.0,365.312,45665.0,365.32,45764,366.112,100.0,0.8,0.032,0.01711999999999997,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45663,45661,45663,45664,45664,45664,45666,45665,45666,3
bidmc-25-fg-0111,25,111,featuregraph_only,burst,bidmc-25-burst-003,30,110,112,45665.0,365.32,45667.0,365.336,45668.0,365.344,45767,366.136,100.0,0.8,0.024,0.04646,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45666,45665,45666,45667,45667,45667,45669,45668,45669,3
bidmc-25-fg-0112,25,112,featuregraph_only,burst,bidmc-25-burst-003,30,111,113,45668.0,365.344,45670.0,365.36,45672.0,365.376,45771,366.168,101.0,0.808,0.024,0.10269,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45669,45668,45669,45670,45670,45671,45673,45672,45673,3
bidmc-25-fg-0113,25,113,featuregraph_only,burst,bidmc-25-burst-003,30,112,114,45672.0,365.376,45674.0,365.392,45675.0,365.4,45774,366.192,100.0,0.8,0.032,0.11490999999999996,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45673,45672,45673,45674,45674,45674,45676,45675,45676,3
bidmc-25-fg-0114,25,114,featuregraph_only,burst,bidmc-25-burst-003,30,113,115,45675.0,365.4,45677.0,365.416,45678.0,365.424,45777,366.216,100.0,0.8,0.024,0.03178000000000003,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45676,45675,45676,45677,45677,45677,45679,45678,45679,3
bidmc-25-fg-0115,25,115,featuregraph_only,burst,bidmc-25-burst-003,30,114,116,45678.0,365.424,45680.0,365.44,45682.0,365.456,45781,366.248,101.0,0.808,0.024,0.0,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45679,45678,45679,45680,45680,45681,45683,45682,45683,3
bidmc-25-fg-0116,25,116,featuregraph_only,burst,bidmc-25-burst-003,30,115,117,45682.0,365.456,45684.0,365.472,45685.0,365.48,45784,366.272,100.0,0.8,0.032,0.0,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45683,45682,45683,45684,45684,45684,45686,45685,45686,3
bidmc-25-fg-0117,25,117,featuregraph_only,burst,bidmc-25-burst-003,30,116,118,45685.0,365.48,45687.0,365.496,45689.0,365.512,45787,366.296,100.0,0.8,0.024,0.0,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45686,45685,45686,45687,45687,45687,45690,45688,45690,3
bidmc-25-fg-0118,25,118,featuregraph_only,burst,bidmc-25-burst-003,30,117,119,45689.0,365.512,45691.0,365.528,45692.0,365.536,45791,366.328,100.0,0.8,0.032,0.0,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45690,45688,45690,45691,45691,45691,45693,45692,45693,3
bidmc-25-fg-0119,25,119,featuregraph_only,burst,bidmc-25-burst-003,30,118,120,45692.0,365.536,45694.0,365.552,45695.0,365.56,45794,366.352,100.0,0.8,0.024,0.0,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45693,45692,45693,45694,45694,45694,45696,45695,45696,3
bidmc-25-fg-0120,25,120,featuregraph_only,burst,bidmc-25-burst-003,30,119,121,45695.0,365.56,45697.0,365.576,45699.0,365.592,45798,366.384,101.0,0.808,0.024,0.0,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45696,45695,45696,45697,45697,45698,45700,45699,45700,3
bidmc-25-fg-0121,25,121,featuregraph_only,burst,bidmc-25-burst-003,30,120,122,45699.0,365.592,45701.0,365.608,45702.0,365.616,45801,366.408,100.0,0.8,0.032,0.0,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45700,45699,45700,45701,45701,45701,45703,45702,45703,3
bidmc-25-fg-0122,25,122,featuregraph_only,burst,bidmc-25-burst-003,30,121,123,45702.0,365.616,45704.0,365.632,45705.0,365.64,45804,366.432,100.0,0.8,0.024,0.0,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45703,45702,45703,45704,45704,45704,45706,45705,45706,3
bidmc-25-fg-0123,25,123,featuregraph_only,burst,bidmc-25-burst-003,30,122,124,45705.0,365.64,45707.0,365.656,45709.0,365.672,45808,366.464,101.0,0.808,0.024,0.25183,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45706,45705,45706,45707,45707,45708,45710,45709,45710,3
bidmc-25-fg-0124,25,124,featuregraph_only,burst,bidmc-25-burst-003,30,123,125,45709.0,365.672,45711.0,365.688,45712.0,365.696,45811,366.488,100.0,0.8,0.032,0.19560000000000002,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45710,45709,45710,45711,45711,45711,45713,45712,45713,3
bidmc-25-fg-0125,25,125,featuregraph_only,burst,bidmc-25-burst-003,30,124,126,45712.0,365.696,45714.0,365.712,45715.0,365.72,45814,366.512,100.0,0.8,0.024,0.20293,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45713,45712,45713,45714,45714,45714,45716,45715,45716,3
bidmc-25-fg-0126,25,126,featuregraph_only,burst,bidmc-25-burst-003,30,125,127,45715.0,365.72,45717.0,365.736,45719.0,365.752,45818,366.544,101.0,0.808,0.024,0.30562,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45716,45715,45716,45717,45717,45718,45720,45719,45720,3
bidmc-25-fg-0127,25,127,featuregraph_only,burst,bidmc-25-burst-003,30,126,128,45719.0,365.752,45721.0,365.768,45722.0,365.776,45821,366.568,100.0,0.8,0.032,0.1956,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45720,45719,45720,45721,45721,45721,45723,45722,45723,3
bidmc-25-fg-0128,25,128,featuregraph_only,burst,bidmc-25-burst-003,30,127,129,45722.0,365.776,45724.0,365.792,45726.0,365.808,45824,366.592,100.0,0.8,0.024,0.3325500000000001,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45723,45722,45723,45724,45724,45724,45727,45725,45727,3
bidmc-25-fg-0129,25,129,featuregraph_only,burst,bidmc-25-burst-003,30,128,130,45726.0,365.808,45728.0,365.824,45729.0,365.832,45828,366.624,100.0,0.8,0.032,0.11249999999999982,0.6666666666666667,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45727,45725,45727,45728,45728,45728,45729,45729,45729,3
