subject,featuregraph_object_id,start_index,peak_index,end_index,is_complete,period_seconds,full_excursion,temporal_symmetry,transition_complete,plateau_boundary_ambiguous,plateau_invalidated_complete,start_trough_transition_index,start_trough_start_index,start_trough_end_index,peak_transition_index,peak_start_index,peak_end_index,end_trough_transition_index,end_trough_start_index,end_trough_end_index,peak_detection_index,peak_detection_latency_samples,peak_detection_latency_seconds,excluded_by_ann1,excluded_by_ann2,excluded_by_both_annotators
13,245,59624.0,59738.0,59741.0,True,1.856,0.13488999999999998,0.05128205128205132,True,False,False,59624,59624,59624,59738,59738,59739,59742,59741,59742,59839,101.0,0.808,True,False,False
14,1,98.0,259.0,475.0,True,,0.5305599999999999,0.8541114058355438,True,False,False,98,98,98,257,257,261,475,475,475,361,102.0,0.816,False,False,False
14,2,475.0,579.0,613.0,True,2.56,0.20293,0.49275362318840576,True,False,False,475,475,475,579,579,579,614,613,614,679,100.0,0.8,True,True,True
14,6,2133.0,2183.0,2223.0,True,1.952,0.19071,0.8888888888888888,True,False,False,2133,2133,2133,2181,2181,2185,2224,2223,2224,2285,102.0,0.816,True,True,True
14,10,3321.0,3373.0,3382.0,True,1.376,0.2176,0.29508196721311475,True,False,False,3321,3321,3321,3373,3373,3373,3383,3382,3383,3473,100.0,0.8,True,True,True
14,22,8547.0,8591.0,8595.0,True,2.592,0.188265,0.16666666666666663,True,False,False,8547,8547,8547,8589,8589,8594,8595,8595,8595,8694,103.0,0.824,True,True,True
14,24,9115.0,9212.0,9226.0,True,3.104,0.26161,0.25225225225225223,True,False,False,9115,9115,9115,9210,9210,9215,9227,9226,9227,9315,103.0,0.824,True,True,True
14,25,9226.0,9458.0,9757.0,True,1.968,1.06112,0.8738229755178908,True,False,False,9227,9226,9227,9457,9457,9459,9757,9757,9757,9559,101.0,0.808,False,False,False
14,30,11477.0,11712.0,11774.0,True,3.04,0.76283,0.4175084175084175,True,False,False,11477,11477,11477,11708,11708,11717,11774,11774,11774,11817,105.0,0.84,True,True,True
14,31,11774.0,11886.0,12125.0,True,1.392,0.99266,0.6381766381766382,True,False,False,11774,11774,11774,11885,11885,11887,12125,12125,12125,11987,101.0,0.808,False,False,False
14,32,12125.0,12204.0,12231.0,True,2.544,0.2176,0.5094339622641509,True,False,False,12125,12125,12125,12203,12203,12205,12231,12231,12231,12305,101.0,0.808,True,True,True
14,34,12680.0,13000.0,13220.0,True,3.84,1.03423,0.8148148148148149,True,False,False,12680,12680,12680,12999,12999,13002,13220,13220,13220,13102,102.0,0.816,False,False,False
14,37,14374.0,14417.0,14447.0,True,1.384,0.17604000000000003,0.821917808219178,True,False,False,14374,14374,14374,14415,14415,14419,14448,14447,14448,14519,102.0,0.816,True,True,True
14,40,15516.0,15833.0,16122.0,True,5.048,0.93398,0.9537953795379538,True,False,False,15516,15516,15516,15833,15833,15833,16122,16122,16122,15933,100.0,0.8,True,False,False
14,41,16122.0,16196.0,16229.0,True,2.904,0.24694,0.6168224299065421,True,False,False,16122,16122,16122,16194,16194,16199,16229,16229,16229,16299,103.0,0.824,True,True,True
14,43,16689.0,16758.0,16796.0,True,1.752,0.13202999999999998,0.7102803738317758,True,False,False,16689,16689,16689,16756,16756,16761,16796,16796,16796,16861,103.0,0.824,True,True,True
14,44,16796.0,17087.0,17252.0,True,2.632,1.0,0.7236842105263157,True,False,False,16796,16796,16796,17085,17085,17089,17252,17252,17252,17189,102.0,0.816,False,False,False
14,46,17788.0,17875.0,17893.0,True,2.536,0.24205500000000002,0.34285714285714286,True,False,False,17788,17788,17788,17875,17875,17875,17893,17893,17893,17975,100.0,0.8,True,True,True
14,47,17893.0,18185.0,18417.0,True,2.48,0.93643,0.8854961832061069,True,False,False,17893,17893,17893,18185,18185,18185,18417,18417,18417,18285,100.0,0.8,False,False,False
14,48,18417.0,18503.0,18508.0,True,2.544,0.29095499999999996,0.10989010989010994,True,False,False,18417,18417,18417,18503,18503,18503,18508,18508,18508,18603,100.0,0.8,True,True,True
14,51,19496.0,19535.0,19569.0,True,1.952,0.15403499999999998,0.9315068493150684,True,False,False,19496,19496,19496,19535,19535,19535,19569,19569,19569,19635,100.0,0.8,True,True,True
14,53,20075.0,20158.0,20165.0,True,2.544,0.23961000000000002,0.15555555555555556,True,False,False,20075,20075,20075,20155,20155,20161,20165,20165,20165,20261,103.0,0.824,True,True,True
14,54,20165.0,20380.0,20698.0,True,1.776,0.9022,0.8067542213883677,True,False,False,20165,20165,20165,20378,20378,20383,20698,20698,20698,20483,103.0,0.824,False,False,False
14,57,21306.0,21361.0,21371.0,True,1.96,0.234715,0.3076923076923077,True,False,False,21306,21306,21306,21361,21361,21361,21371,21371,21371,21461,100.0,0.8,True,True,True
14,71,28406.0,28481.0,28515.0,True,2.56,0.24205500000000002,0.6238532110091743,True,False,False,28406,28406,28406,28481,28481,28481,28516,28515,28516,28581,100.0,0.8,True,True,True
14,73,29034.0,29118.0,29146.0,True,2.52,0.15892,0.5,True,False,False,29034,29034,29034,29116,29116,29120,29146,29146,29146,29220,102.0,0.816,True,True,True
14,76,30119.0,30195.0,30202.0,True,1.648,0.17848,0.1686746987951807,True,False,False,30119,30119,30119,30195,30195,30196,30202,30202,30202,30296,101.0,0.808,True,True,True
14,77,30202.0,30524.0,30725.0,True,2.632,0.8068500000000001,0.7686424474187381,True,False,False,30202,30202,30202,30523,30523,30525,30725,30725,30725,30625,101.0,0.808,False,False,False
14,79,31271.0,31366.0,31368.0,True,2.256,0.19804,0.04123711340206182,True,False,False,31272,31271,31272,31365,31365,31367,31368,31368,31368,31467,101.0,0.808,True,True,True
14,83,32406.0,32729.0,33065.0,True,4.384,0.95843,0.9802731411229135,True,False,False,32406,32406,32406,32728,32728,32731,33066,33065,33066,32831,102.0,0.816,False,False,False
14,86,33624.0,33674.0,33722.0,True,1.88,0.22983,0.9795918367346939,True,False,False,33625,33624,33625,33673,33673,33676,33722,33722,33722,33776,102.0,0.816,True,True,True
14,87,33722.0,33989.0,34214.0,True,2.52,0.97555,0.9146341463414634,True,False,False,33722,33722,33722,33989,33989,33989,34214,34214,34214,34089,100.0,0.8,False,False,False
14,88,34214.0,34462.0,34793.0,True,3.784,1.1515900000000001,0.8566493955094991,True,False,False,34214,34214,34214,34461,34461,34463,34793,34793,34793,34563,101.0,0.808,True,False,False
14,91,35319.0,35400.0,35442.0,True,1.896,0.195595,0.6829268292682926,True,False,False,35320,35319,35320,35399,35399,35401,35443,35442,35443,35501,101.0,0.808,True,True,True
14,96,37015.0,37102.0,37109.0,True,1.624,0.23227,0.14893617021276595,True,False,False,37016,37015,37016,37100,37100,37104,37109,37109,37109,37204,102.0,0.816,True,True,True
14,100,38043.0,38084.0,38191.0,True,1.368,0.47677,0.5540540540540541,True,False,False,38044,38043,38044,38083,38083,38085,38192,38191,38192,38185,101.0,0.808,True,True,True
14,105,39471.0,39563.0,39581.0,True,1.824,0.249385,0.32727272727272727,True,False,False,39472,39471,39472,39561,39561,39565,39582,39581,39582,39665,102.0,0.816,True,True,True
14,106,39581.0,39815.0,40048.0,True,2.016,1.0269,0.9978586723768736,True,False,False,39582,39581,39582,39815,39815,39815,40048,40048,40048,39915,100.0,0.8,False,False,False
14,110,40652.0,40913.0,41121.0,True,2.088,0.98778,0.8869936034115139,True,False,False,40656,40649,40656,40911,40911,40915,41122,41121,41122,41015,102.0,0.816,True,False,False
14,112,41711.0,41782.0,41823.0,True,2.52,0.234715,0.7321428571428572,True,False,False,41711,41711,41711,41781,41781,41783,41824,41823,41824,41883,101.0,0.808,True,True,True
14,113,41823.0,42102.0,42324.0,True,2.56,0.77995,0.8862275449101796,True,False,False,41824,41823,41824,42101,42101,42103,42324,42324,42324,42203,101.0,0.808,False,False,False
14,116,42931.0,42979.0,42995.0,True,2.568,0.190705,0.5,True,False,False,42931,42931,42931,42978,42978,42981,42996,42995,42996,43081,102.0,0.816,True,True,True
14,117,42995.0,43207.0,43325.0,True,1.824,0.77262,0.7151515151515151,True,False,False,42996,42995,42996,43207,43207,43207,43325,43325,43325,43307,100.0,0.8,True,False,False
14,118,43325.0,43363.0,43507.0,True,1.248,0.85575,0.41758241758241754,True,False,False,43325,43325,43325,43363,43363,43363,43507,43507,43507,43463,100.0,0.8,True,True,True
14,119,43507.0,43583.0,43614.0,True,1.76,0.15648,0.5794392523364487,True,False,False,43507,43507,43507,43574,43574,43593,43614,43614,43614,43693,110.0,0.88,True,True,True
14,120,43614.0,43832.0,44045.0,True,1.992,0.9217599999999999,0.988399071925754,True,False,False,43614,43614,43614,43831,43831,43833,44045,44045,44045,43933,101.0,0.808,False,False,False
14,121,44045.0,44074.0,44095.0,True,1.936,0.127135,0.84,True,False,False,44045,44045,44045,44073,44073,44075,44095,44095,44095,44175,101.0,0.808,True,True,True
14,122,44095.0,44306.0,44580.0,True,1.856,1.0977999999999999,0.8701030927835052,True,False,False,44095,44095,44095,44305,44305,44307,44580,44580,44580,44407,101.0,0.808,True,False,False
14,123,44580.0,44617.0,44635.0,True,2.488,0.195595,0.6545454545454545,True,False,False,44580,44580,44580,44616,44616,44619,44635,44635,44635,44719,102.0,0.816,True,True,True
14,130,47647.0,47728.0,47757.0,True,2.504,0.17359,0.5272727272727273,True,False,False,47647,47647,47647,47726,47726,47731,47757,47757,47757,47831,103.0,0.824,True,True,True
14,135,49385.0,49481.0,49517.0,True,2.56,0.237165,0.5454545454545454,True,False,False,49385,49385,49385,49481,49481,49481,49517,49517,49517,49581,100.0,0.8,True,True,True
14,137,49912.0,49965.0,49975.0,True,1.392,0.24694,0.31746031746031744,True,False,False,49912,49912,49912,49965,49965,49965,49975,49975,49975,50065,100.0,0.8,True,True,True
14,139,50493.0,50820.0,51114.0,True,4.984,0.97799,0.9468599033816425,True,False,False,50493,50493,50493,50819,50819,50821,51114,51114,51114,50921,101.0,0.808,False,False,False
14,145,53335.0,53425.0,53428.0,True,3.256,0.278725,0.06451612903225812,True,False,False,53336,53335,53336,53425,53425,53425,53429,53428,53429,53525,100.0,0.8,True,True,True
14,146,53428.0,53663.0,53948.0,True,1.904,0.87042,0.9038461538461539,True,False,False,53429,53428,53429,53661,53661,53666,53948,53948,53948,53766,103.0,0.824,True,False,False
14,147,53948.0,54029.0,54033.0,True,2.928,0.190705,0.09411764705882353,True,False,False,53948,53948,53948,54029,54029,54029,54033,54033,54033,54129,100.0,0.8,True,True,True
14,148,54033.0,54376.0,54523.0,True,2.776,1.0489,0.6,True,False,False,54033,54033,54033,54373,54373,54379,54523,54523,54523,54479,103.0,0.824,False,False,False
14,149,54523.0,54605.0,54619.0,True,1.832,0.24694,0.29166666666666663,True,False,False,54523,54523,54523,54605,54605,54605,54619,54619,54619,54705,100.0,0.8,True,True,True
14,150,54619.0,54924.0,55200.0,True,2.552,0.96821,0.9500860585197934,True,False,False,54619,54619,54619,54923,54923,54925,55200,55200,55200,55025,101.0,0.808,False,True,False
14,154,56375.0,56413.0,56453.0,True,1.28,0.36919,0.9743589743589743,True,False,False,56375,56375,56375,56413,56413,56413,56453,56453,56453,56513,100.0,0.8,True,True,True
14,155,56453.0,56682.0,56800.0,True,2.152,1.13447,0.6801152737752161,True,False,False,56453,56453,56453,56681,56681,56683,56801,56800,56801,56783,101.0,0.808,False,False,False
14,158,57254.0,57297.0,57344.0,True,1.712,0.33252000000000004,0.9555555555555556,True,False,False,57254,57254,57254,57292,57292,57302,57345,57344,57345,57402,105.0,0.84,True,True,True
14,159,57344.0,57577.0,57868.0,True,2.24,1.1540400000000002,0.8893129770992366,True,False,False,57345,57344,57345,57576,57576,57579,57868,57868,57868,57679,102.0,0.816,False,False,False
14,162,58541.0,58601.0,58637.0,True,1.912,0.361855,0.75,True,False,False,58541,58541,58541,58600,58600,58603,58638,58637,58638,58703,102.0,0.816,True,True,True
15,1,98.0,246.0,270.0,True,,0.31784999999999997,0.2790697674418605,True,False,False,98,98,98,245,245,247,270,270,270,347,101.0,0.808,True,False,False
15,2,270.0,522.0,826.0,True,2.208,0.51589,0.9064748201438849,True,False,False,270,270,270,521,521,523,826,826,826,623,101.0,0.808,True,True,True
15,10,4014.0,4250.0,4283.0,True,2.944,0.6846,0.24535315985130113,True,False,False,4014,4014,4014,4249,4249,4251,4283,4283,4283,4351,101.0,0.808,True,True,True
15,14,5387.0,5482.0,5484.0,True,2.792,0.49633,0.04123711340206182,True,False,False,5387,5387,5387,5481,5481,5483,5484,5484,5484,5583,101.0,0.808,True,True,True
15,30,12164.0,12645.0,12914.0,True,5.76,2.3740699999999997,0.7173333333333334,True,False,False,12164,12164,12164,12519,12519,12771,12914,12914,12914,12871,226.0,1.808,False,False,False
15,32,13127.0,13136.0,13302.0,True,1.712,0.9437599999999999,0.10285714285714287,True,False,False,13127,13127,13127,13135,13135,13137,13302,13302,13302,13237,101.0,0.808,True,True,True
15,55,24047.0,24202.0,24305.0,True,3.616,0.7555,0.7984496124031008,True,False,False,24047,24047,24047,24201,24201,24203,24305,24305,24305,24303,101.0,0.808,True,False,False
15,83,37818.0,37891.0,37912.0,True,2.768,0.62347,0.44680851063829785,True,False,False,37818,37818,37818,37891,37891,37891,37912,37912,37912,37991,100.0,0.8,True,True,True
15,84,37912.0,38129.0,38267.0,True,1.904,1.10514,0.7774647887323943,True,False,False,37912,37912,37912,38129,38129,38130,38267,38267,38267,38230,101.0,0.808,False,False,False
15,102,46857.0,46941.0,47043.0,True,1.84,0.49878,0.9032258064516129,True,False,False,46857,46857,46857,46941,46941,46941,47043,47043,47043,47041,100.0,0.8,True,False,False
15,103,47043.0,47266.0,47409.0,True,2.6,2.50121,0.7814207650273224,True,False,False,47043,47043,47043,47235,47235,47297,47409,47409,47409,47397,131.0,1.048,False,False,False
15,106,48259.0,48375.0,48594.0,True,2.368,0.25428,0.6925373134328359,True,False,False,48259,48259,48259,48373,48373,48377,48594,48594,48594,48477,102.0,0.816,True,True,True
15,113,51700.0,51739.0,51839.0,True,3.28,0.3203,0.5611510791366907,True,False,False,51701,51700,51701,51738,51738,51741,51839,51839,51839,51841,102.0,0.816,True,True,True
15,116,52569.0,52745.0,52994.0,True,2.792,0.33741,0.8282352941176471,True,False,False,52570,52569,52570,52745,52745,52745,52995,52994,52995,52845,100.0,0.8,True,False,False
15,119,53697.0,53803.0,54051.0,True,1.656,0.298285,0.5988700564971752,True,False,False,53697,53697,53697,53803,53803,53803,54051,54051,54051,53903,100.0,0.8,True,False,False
15,124,55620.0,55723.0,56071.0,True,2.816,0.224935,0.4567627494456763,True,False,False,55620,55620,55620,55723,55723,55723,56071,56071,56071,55823,100.0,0.8,True,False,False
15,125,56071.0,56072.0,56074.0,True,2.792,0.0024500000000000077,0.6666666666666667,True,False,False,56071,56071,56071,56072,56072,56073,56074,56074,56074,56173,101.0,0.808,True,True,True
15,126,56074.0,56075.0,56076.0,True,0.024,0.0024500000000000077,1.0,True,False,False,56074,56074,56074,56075,56075,56075,56076,56076,56076,56175,100.0,0.8,True,True,True
15,127,56076.0,56077.0,56079.0,True,0.016,0.004889999999999978,0.6666666666666667,True,False,False,56076,56076,56076,56077,56077,56078,56079,56079,56079,56178,101.0,0.808,True,True,True
15,128,56079.0,56293.0,56312.0,True,1.728,0.21026499999999998,0.16309012875536477,True,False,False,56079,56079,56079,56291,56291,56295,56313,56312,56313,56395,102.0,0.816,True,True,True
15,130,56595.0,56714.0,56720.0,True,2.224,0.298285,0.09599999999999997,True,False,False,56595,56595,56595,56713,56713,56716,56720,56720,56720,56816,102.0,0.816,True,True,True
15,132,56960.0,56970.0,57105.0,True,1.032,0.239605,0.13793103448275867,True,False,False,56960,56960,56960,56969,56969,56971,57106,57105,57106,57071,101.0,0.808,True,True,True
15,135,57903.0,57910.0,57943.0,True,1.12,0.03178,0.35,True,False,False,57903,57903,57903,57910,57910,57911,57944,57943,57944,58011,101.0,0.808,True,True,True
15,137,58372.0,58399.0,58572.0,True,1.696,0.26406,0.27,True,False,False,58373,58372,58373,58397,58397,58401,58572,58572,58572,58501,102.0,0.816,True,True,True
16,44,16787.0,17019.0,17214.0,True,3.392,1.0,0.9133489461358314,True,False,False,16800,16774,16800,16971,16971,17067,17214,17214,17214,17167,148.0,1.184,False,False,False
16,64,24467.0,24644.0,24830.0,True,3.304,1.0,0.9752066115702479,True,False,False,24467,24467,24467,24597,24597,24691,24830,24830,24830,24791,147.0,1.176,False,False,False
16,65,24830.0,24883.0,24902.0,True,1.912,0.36852,0.5277777777777778,True,False,False,24830,24830,24830,24883,24883,24883,24902,24902,24902,24983,100.0,0.8,False,True,False
16,69,25922.0,26037.0,26055.0,True,2.096,0.27859,0.2706766917293233,True,False,False,25922,25922,25922,26037,26037,26037,26055,26055,26055,26137,100.0,0.8,True,True,True
17,26,10444.0,10464.0,10475.0,True,1.184,0.13196999999999992,0.7096774193548387,True,False,False,10444,10444,10444,10463,10463,10465,10475,10475,10475,10565,101.0,0.808,True,True,True
17,108,45899.0,45960.0,46004.0,True,2.696,0.031281,0.8380952380952381,True,False,False,45899,45899,45899,45959,45959,45961,46004,46004,46004,46061,101.0,0.808,True,True,True
17,140,59457.0,59614.0,59887.0,True,2.568,1.0,0.7302325581395348,True,False,False,59457,59457,59457,59567,59567,59661,59887,59887,59887,59761,147.0,1.176,False,False,False
18,144,59486.0,59693.0,59898.0,True,3.32,0.56724,0.9951456310679612,True,False,False,59486,59486,59486,59690,59690,59696,59898,59898,59898,59796,103.0,0.824,False,False,False
19,1,98.0,305.0,433.0,True,,0.18080999999999997,0.764179104477612,True,False,False,98,98,98,305,305,305,433,433,433,405,100.0,0.8,False,False,False
19,2,433.0,515.0,517.0,True,1.68,0.08732999999999999,0.04761904761904767,True,False,False,433,433,433,515,515,515,518,517,518,615,100.0,0.8,True,True,True
19,3,517.0,519.0,520.0,True,0.032,0.0,0.6666666666666667,True,False,False,518,517,518,519,519,519,521,520,521,619,100.0,0.8,True,True,True
19,4,520.0,522.0,523.0,True,0.024,0.00245999999999999,0.6666666666666667,True,False,False,521,520,521,522,522,522,524,523,524,622,100.0,0.8,True,True,True
19,5,523.0,525.0,527.0,True,0.024,0.007379999999999998,1.0,True,False,False,524,523,524,525,525,525,528,526,528,625,100.0,0.8,True,True,True
19,6,527.0,529.0,530.0,True,0.032,0.00491999999999998,0.6666666666666667,True,False,False,528,526,528,529,529,529,531,530,531,629,100.0,0.8,True,True,True
19,7,530.0,532.0,533.0,True,0.024,0.00491999999999998,0.6666666666666667,True,False,False,531,530,531,532,532,532,534,533,534,632,100.0,0.8,True,True,True
19,8,533.0,535.0,538.0,True,0.024,0.013529999999999986,0.8,True,False,False,534,533,534,535,535,535,541,536,541,635,100.0,0.8,True,True,True
19,9,538.0,542.0,543.0,True,0.056,0.003689999999999999,0.4,True,False,False,541,536,541,542,542,542,544,543,544,642,100.0,0.8,True,True,True
19,10,543.0,545.0,546.0,True,0.024,0.0012300000000000089,0.6666666666666667,True,False,False,544,543,544,545,545,545,547,546,547,645,100.0,0.8,True,True,True
19,11,546.0,548.0,550.0,True,0.024,0.0,1.0,True,False,False,547,546,547,548,548,548,551,549,551,648,100.0,0.8,True,True,True
19,12,550.0,552.0,553.0,True,0.032,0.0,0.6666666666666667,True,False,False,551,549,551,552,552,552,554,553,554,652,100.0,0.8,True,True,True
19,13,553.0,555.0,556.0,True,0.024,0.0,0.6666666666666667,True,False,False,554,553,554,555,555,555,557,556,557,655,100.0,0.8,True,True,True
19,14,556.0,558.0,561.0,True,0.024,0.0012299999999999811,0.8,True,False,False,557,556,557,558,558,558,564,559,564,658,100.0,0.8,True,True,True
19,15,561.0,565.0,566.0,True,0.056,0.0,0.4,True,False,False,564,559,564,565,565,565,567,566,567,665,100.0,0.8,True,True,True
19,16,566.0,568.0,569.0,True,0.024,0.0,0.6666666666666667,True,False,False,567,566,567,568,568,568,570,569,570,668,100.0,0.8,True,True,True
19,17,569.0,571.0,573.0,True,0.024,0.0024600000000000177,1.0,True,False,False,570,569,570,571,571,571,574,572,574,671,100.0,0.8,True,True,True
19,18,573.0,575.0,576.0,True,0.032,0.0012300000000000089,0.6666666666666667,True,False,False,574,572,574,575,575,575,577,576,577,675,100.0,0.8,True,True,True
19,19,576.0,578.0,579.0,True,0.024,0.0012299999999999811,0.6666666666666667,True,False,False,577,576,577,578,578,578,580,579,580,678,100.0,0.8,True,True,True
19,20,579.0,581.0,584.0,True,0.024,0.0061500000000000166,0.8,True,False,False,580,579,580,581,581,581,587,582,587,681,100.0,0.8,True,True,True
19,21,584.0,588.0,589.0,True,0.056,0.0012299999999999811,0.4,True,False,False,587,582,587,588,588,588,590,589,590,688,100.0,0.8,True,True,True
19,22,589.0,591.0,592.0,True,0.024,0.0012300000000000089,0.6666666666666667,True,False,False,590,589,590,591,591,591,593,592,593,691,100.0,0.8,True,True,True
19,23,592.0,594.0,596.0,True,0.024,0.00245999999999999,1.0,True,False,False,593,592,593,594,594,594,597,595,597,694,100.0,0.8,True,True,True
19,24,596.0,598.0,599.0,True,0.032,0.0012300000000000089,0.6666666666666667,True,False,False,597,595,597,598,598,598,599,599,599,698,100.0,0.8,True,True,True
19,29,1843.0,1932.0,2009.0,True,1.752,0.08979000000000001,0.927710843373494,True,False,False,1843,1843,1843,1931,1931,1933,2009,2009,2009,2033,101.0,0.808,True,True,True
19,37,5075.0,5168.0,5281.0,True,2.36,0.07257,0.9029126213592233,True,False,False,5076,5075,5076,5167,5167,5169,5281,5281,5281,5269,101.0,0.808,True,True,True
19,38,5281.0,5347.0,5479.0,True,1.432,0.14514,0.6666666666666667,True,False,False,5281,5281,5281,5344,5344,5351,5479,5479,5479,5451,104.0,0.832,True,True,True
19,39,5479.0,5586.0,5588.0,True,1.912,0.08241000000000001,0.03669724770642202,True,False,False,5479,5479,5479,5585,5585,5587,5589,5588,5589,5687,101.0,0.808,True,True,True
19,42,6329.0,6424.0,6603.0,True,1.608,0.227549,0.6934306569343065,True,False,False,6330,6329,6330,6423,6423,6426,6603,6603,6603,6526,102.0,0.816,True,True,True
19,43,6603.0,6735.0,6819.0,True,2.488,0.19187899999999997,0.7777777777777778,True,False,False,6603,6603,6603,6735,6735,6735,6820,6819,6820,6835,100.0,0.8,True,True,True
19,44,6819.0,6939.0,7042.0,True,1.632,0.09839999999999999,0.9237668161434978,True,False,False,6820,6819,6820,6937,6937,6941,7042,7042,7042,7041,102.0,0.816,True,False,False
19,46,7313.0,7353.0,7499.0,True,1.64,0.08610000000000001,0.4301075268817204,True,False,False,7313,7313,7313,7353,7353,7354,7499,7499,7499,7454,101.0,0.808,True,True,True
19,51,8954.0,9070.0,9198.0,True,1.488,0.15129,0.9508196721311475,True,False,False,8954,8954,8954,9068,9068,9072,9198,9198,9198,9172,102.0,0.816,True,True,True
19,52,9198.0,9298.0,9367.0,True,1.824,0.08241000000000001,0.8165680473372781,True,False,False,9198,9198,9198,9297,9297,9299,9367,9367,9367,9399,101.0,0.808,True,True,True
19,54,9686.0,9815.0,9850.0,True,2.424,0.09347999999999998,0.426829268292683,True,False,False,9687,9686,9687,9815,9815,9815,9851,9850,9851,9915,100.0,0.8,True,True,True
19,56,10135.0,10234.0,10323.0,True,1.776,0.16359,0.9468085106382979,True,False,False,10135,10135,10135,10234,10234,10235,10323,10323,10323,10335,101.0,0.808,True,True,True
19,61,11534.0,11585.0,11706.0,True,1.464,0.238619,0.5930232558139534,True,False,False,11534,11534,11534,11584,11584,11587,11706,11706,11706,11687,102.0,0.816,True,True,True
19,68,14364.0,14386.0,14492.0,True,1.56,0.06272999999999998,0.34375,True,False,False,14364,14364,14364,14385,14385,14388,14493,14492,14493,14488,102.0,0.816,True,True,True
19,72,15757.0,15908.0,15981.0,True,2.4,0.09470999999999999,0.6517857142857143,True,False,False,15757,15757,15757,15907,15907,15909,15981,15981,15981,16009,101.0,0.808,True,True,True
19,75,16708.0,16984.0,17141.0,True,3.408,0.21278999999999998,0.7251732101616628,True,False,False,16708,16708,16708,16981,16981,16987,17141,17141,17141,17087,103.0,0.824,True,False,False
19,76,17141.0,17216.0,17428.0,True,1.856,0.24231,0.5226480836236933,True,False,False,17141,17141,17141,17216,17216,17217,17428,17428,17428,17317,101.0,0.808,True,True,True
19,78,17925.0,18067.0,18108.0,True,2.44,0.07257,0.4480874316939891,True,False,False,17925,17925,17925,18066,18066,18069,18109,18108,18109,18169,102.0,0.816,True,True,True
19,80,18394.0,18475.0,18541.0,True,1.68,0.09594,0.8979591836734694,True,False,False,18394,18394,18394,18473,18473,18477,18541,18541,18541,18577,102.0,0.816,True,True,True
19,91,22587.0,22691.0,22997.0,True,1.92,0.12423000000000001,0.5073170731707317,True,False,False,22587,22587,22587,22689,22689,22694,22998,22997,22998,22794,103.0,0.824,True,False,False
19,96,24457.0,24548.0,24612.0,True,1.872,0.08364000000000002,0.8258064516129032,True,False,False,24457,24457,24457,24547,24547,24549,24613,24612,24613,24649,101.0,0.808,True,True,True
19,98,24941.0,25060.0,25101.0,True,2.4,0.08979000000000001,0.5125,True,False,False,24942,24941,24942,25059,25059,25061,25102,25101,25102,25161,101.0,0.808,True,True,True
19,101,25887.0,25978.0,26018.0,True,2.064,0.08732999999999999,0.6106870229007634,True,False,False,25887,25887,25887,25977,25977,25979,26018,26018,26018,26079,101.0,0.808,True,True,True
19,103,26344.0,26382.0,26467.0,True,1.616,0.06026999999999999,0.6178861788617886,True,False,False,26344,26344,26344,26380,26380,26385,26467,26467,26467,26485,103.0,0.824,True,True,True
19,105,26808.0,26896.0,26899.0,True,1.952,0.08118,0.06593406593406592,True,False,False,26808,26808,26808,26895,26895,26898,26900,26899,26900,26998,102.0,0.816,True,True,True
19,106,26899.0,26901.0,26902.0,True,0.04,0.003689999999999999,0.6666666666666667,True,False,False,26900,26899,26900,26901,26901,26901,26903,26902,26903,27001,100.0,0.8,True,True,True
19,107,26902.0,26904.0,26905.0,True,0.024,0.004920000000000008,0.6666666666666667,True,False,False,26903,26902,26903,26904,26904,26904,26906,26905,26906,27004,100.0,0.8,True,True,True
19,108,26905.0,26907.0,26908.0,True,0.024,0.006149999999999989,0.6666666666666667,True,False,False,26906,26905,26906,26907,26907,26907,26909,26908,26909,27007,100.0,0.8,True,True,True
19,109,26908.0,26910.0,26911.0,True,0.024,0.007379999999999998,0.6666666666666667,True,False,False,26909,26908,26909,26910,26910,26910,26912,26911,26912,27010,100.0,0.8,True,True,True
19,110,26911.0,26913.0,26914.0,True,0.024,0.007379999999999998,0.6666666666666667,True,False,False,26912,26911,26912,26913,26913,26913,26915,26914,26915,27013,100.0,0.8,True,True,True
19,111,26914.0,26916.0,26917.0,True,0.024,0.006149999999999989,0.6666666666666667,True,False,False,26915,26914,26915,26916,26916,26916,26918,26917,26918,27016,100.0,0.8,True,True,True
19,112,26917.0,26919.0,26920.0,True,0.024,0.004920000000000008,0.6666666666666667,True,False,False,26918,26917,26918,26919,26919,26919,26921,26920,26921,27019,100.0,0.8,True,True,True
19,113,26920.0,26922.0,26923.0,True,0.024,0.003689999999999999,0.6666666666666667,True,False,False,26921,26920,26921,26922,26922,26922,26924,26923,26924,27022,100.0,0.8,True,True,True
19,114,26923.0,26925.0,26926.0,True,0.024,0.0012299999999999811,0.6666666666666667,True,False,False,26924,26923,26924,26925,26925,26925,26927,26926,26927,27025,100.0,0.8,True,True,True
19,115,26926.0,26928.0,26929.0,True,0.024,0.0,0.6666666666666667,True,False,False,26927,26926,26927,26928,26928,26928,26930,26929,26930,27028,100.0,0.8,True,True,True
19,116,26929.0,26931.0,26932.0,True,0.024,0.0,0.6666666666666667,True,False,False,26930,26929,26930,26931,26931,26931,26933,26932,26933,27031,100.0,0.8,True,True,True
19,117,26932.0,26934.0,26935.0,True,0.024,0.0,0.6666666666666667,True,False,False,26933,26932,26933,26934,26934,26934,26936,26935,26936,27034,100.0,0.8,True,True,True
